title,company,location,posted,url
CONFLICT ANALYSIS ,Trócaire ,"Gedo, Somalia"," July 2, 2023",https://qaranjobs.com/job/conflict-analysis-gedo-somalia/
Community Participation Coordinator ,SaferWorld ,Jubaland State of Somalia," July 2, 2023",https://qaranjobs.com/job/community-participation-coordinator-jubaland-state-of-somalia/
Community Participation Coordinator ,SaferWorld ,South West State of Somalia," July 2, 2023",https://qaranjobs.com/job/community-participation-coordinator-south-west-state-of-somalia/
Gender Coordinator ,SaferWorld ,Southwest State Of Somalia," July 2, 2023",https://qaranjobs.com/job/gender-coordinator-southwest-state-of-somalia/
"Chief Of Service, Political Affairs, D1 ",UNSOM ,"Mogadishu, Somalia"," July 2, 2023",https://qaranjobs.com/job/chief-of-service-political-affairs-d1-mogadishu-somalia/
"Rule Of Law Officer, P4 ",UNSOM ,"Mogadishu, Somalia"," July 2, 2023",https://qaranjobs.com/job/rule-of-law-officer-p4-mogadishu-somalia/
Re-Advert: Project Assistant (Cash & Food Assistance) ,World Vision International ,"Beledhawa, Jubaland State, Somalia"," July 2, 2023",https://qaranjobs.com/job/re-advert-project-assistant-cash-food-assistance-beledhawa-somalia/
Senior Mission Analyst (PAPS) ,African Union (AU) ,Somalia," July 2, 2023",https://qaranjobs.com/job/senior-mission-analyst-paps-somalia/
Deputy Special Representative of Chairperson (SRCC) ,African Union (AU) ,"Mogadishu, Somalia"," July 2, 2023",https://qaranjobs.com/job/deputy-special-representative-of-chairperson-srcc-mogadishu-somalia/
Programme Assistant ,Save the Children ,Qardho," July 2, 2023",https://qaranjobs.com/job/programme-assistant-cpr-qardho/
Complains Reporting Mechanism Officer ,DRC ,"Mogadishu, Somalia"," July 2, 2023",https://qaranjobs.com/job/complains-reporting-mechanism-officer-mogadishu-somalia/
Terms of Reference for conducting National Comprehensive Child Protection Assessment in Somalia,SOS Children’s Villages International ,Somalia," July 2, 2023",https://qaranjobs.com/job/terms-of-reference-for-conducting-national-comprehensive-child-protection-assessment-in-somalia/
Director ,One Earth Future (OEF) ,Somalia," June 30, 2023",https://qaranjobs.com/job/director-shuraako-somalia/
Finance Assistant ,WHO ,Hargeisa," June 30, 2023",https://qaranjobs.com/job/finance-assistant-ddm-lica-5-contractual-modality-unops-hargeisa-roster/
Fleet Assistant- Hargeisa- LICA 5 ,WHO ,Hargeisa," June 30, 2023",https://qaranjobs.com/job/fleet-assistant-hargeisa-lica-5-hargeisa/
Program Manager ,Mercy Corps ,"Dollo Ado, Somali Region"," June 30, 2023",https://qaranjobs.com/job/program-manager-dollo-ado-somali-region/
Programme Specialist ,FAO ,Somalia," June 30, 2023",https://qaranjobs.com/job/programme-specialist-emergency-cbt-somalia/
"Program Monitoring, Evaluation and Reporting (PMER) Officer ",Lutheran World Federation (LWF) ,"Kismayo, Somalia"," June 30, 2023",https://qaranjobs.com/job/program-monitoring-evaluation-and-reporting-pmer-officer-kismayo-somalia/
Temporary START Network MEAL Officer ,Save the Children ,"Mogadishu, Somalia"," June 30, 2023",https://qaranjobs.com/job/temporary-start-network-meal-officer-mogadishu-somalia-2/
NEC Communications Specialist ,Somalia National Bureau of Statistics (NBS) ,"Mogadishu, Somalia"," June 29, 2023",https://qaranjobs.com/job/nec-communications-specialist-mogadishu-somalia/
NEC Labour Economist ,Somalia National Bureau of Statistics (SNBS) ,"Mogadishu, Somalia"," June 29, 2023",https://qaranjobs.com/job/nec-labour-economist-mogadishu-somalia/
NEC Office Manager ,Somalia National Bureau of Statistics (NBS) ,"Mogadishu, Somalia"," June 29, 2023",https://qaranjobs.com/job/nec-office-manager-mogadishu-somalia/
NEC Program Manager ,Somalia National Bureau of Statistics (SNBS) ,"Mogadishu, Somalia"," June 29, 2023",https://qaranjobs.com/job/nec-program-manager-mogadishu-somalia/
NEC Federal Member States Liaison/Economist ,Somalia National Bureau of Statistics (NBS) ,"Mogadishu, Somalia"," June 29, 2023",https://qaranjobs.com/job/nec-federal-member-states-liaison-economist-mogadishu-somalia/
Electrician ,Telesom Company ,Gabiley," June 29, 2023",https://qaranjobs.com/job/electrician-gabiley/
ICLA Coordinator Somalia South Central ,NRC ,"Mogadishu, Somalia"," June 29, 2023",https://qaranjobs.com/job/icla-coordinator-somalia-south-central-mogadishu/
Monitoring and Evaluation Coordinator ,NRC ,"Mogadishu, Somalia"," June 29, 2023",https://qaranjobs.com/job/monitoring-and-evaluation-coordinator-knowledge-and-information-management-brcis-mogadishu-somalia/
Protection Information Management Specialist ,DRC ,"Dollow, Somalia"," June 29, 2023",https://qaranjobs.com/job/protection-information-management-specialist-3-positions-dollow-somalia/
Rule of Law Officer ,UNSOM ,"Mogadishu, Somalia"," June 29, 2023",https://qaranjobs.com/job/rule-of-law-officer-mogadishu-somalia/
Horn of Africa: Country MEAL Manager ,ACTED ,"Mogadishu, Somalia"," June 29, 2023",https://qaranjobs.com/job/horn-of-africa-country-meal-manager-mogadishu/
Horn of Africa: Country Project Development Manager ,ACTED ,"Mogadishu, Somalia"," June 29, 2023",https://qaranjobs.com/job/horn-of-africa-country-project-development-manager-mogadishu/
Horn of Africa : Country Transparency and Compliance Manager ,ACTED ,Mogadishu," June 29, 2023",https://qaranjobs.com/job/horn-of-africa-country-transparency-and-compliance-manager-mogadishu/
Horn of Africa: Country Finance Officer ,ACTED ,Mogadishu," June 29, 2023",https://qaranjobs.com/job/horn-of-africa-country-finance-officer-mogadishu/
Horn of Africa: Country MEAL Officer ,ACTED ,Hargeisa," June 29, 2023",https://qaranjobs.com/job/horn-of-africa-country-meal-officer-hargeisa/
Construction Assistant (5 Vacancies) ,CTG ,Somalia," June 29, 2023",https://qaranjobs.com/job/construction-assistant-5-vacancies-hirshabelle-jubaland-south-west-states-of-somalia/
Horn of Africa: Country Finance Manager ,ACTED ,"Mogadishu, Somalia"," June 29, 2023",https://qaranjobs.com/job/horn-of-africa-country-finance-manager-mogadishu-somalia-2/
Consultancy ,IDLO ,Somalia," June 29, 2023",https://qaranjobs.com/job/consultancy-mutual-evaluation-review-mer-documentation-officer-somalia/
Food Security & Livelihood Coordinator ,Islamic Relief ,"Mogadishu, Somalia"," June 29, 2023",https://qaranjobs.com/job/food-security-livelihood-coordinator-mogadishu-somalia/
Biology And Chemistry Teacher ,SOS Children’s Villages International ,"Heliwa-Mogadishu, Somalia"," June 29, 2023",https://qaranjobs.com/job/biology-and-chemistry-teacher-heliwa-mogadishu-somalia/
REQUEST FOR EXPRESSION OF INTEREST (CONSULTANT SERVICES) ,Somali Disaster Management Agency (SoDMA) ,Somalia," June 29, 2023",https://qaranjobs.com/?post_type=job_listing&p=26990
"Associate Procurement Officer, NOB ",UNSOS ,"Mogadishu, Somalia"," June 27, 2023",https://qaranjobs.com/job/associate-procurement-officer-nob-mogadishu-somalia/
Programme Policy Officer (Food Security Cluster Coordinator) P4 ,WFP ,"Mogadishu, Somalia"," June 27, 2023",https://qaranjobs.com/job/programme-policy-officer-food-security-cluster-coordinator-p4-mogadishu-somalia/
Emergency Mobile Response Manager (2 Positions) ,DRC ,"Mogadishu, Somalia"," June 26, 2023",https://qaranjobs.com/job/emergency-mobile-response-manager-2-positions-mogadishu-somalia/
Emergency Mobile Response Officer (6 Positions) ,DRC ,"Mogadishu, Somalia"," June 26, 2023",https://qaranjobs.com/job/emergency-mobile-response-officer-6-positions-mogadishu-somalia/
Emergency Livestock Specialist (SC10) ,FAO ,"Mogadishu, Somalia"," June 25, 2023",https://qaranjobs.com/job/emergency-livestock-specialist-sc10-mogadishu-somalia/
Human Resources Specialist ,FAO ,"Mogadishu, Somalia"," June 25, 2023",https://qaranjobs.com/job/human-resources-specialist-mogadishu-somalia/
Emergency Livestock Technical Assistant (SC6) ,FAO ,"Mogadishu, Somalia"," June 25, 2023",https://qaranjobs.com/job/emergency-livestock-technical-assistant-sc6-mogadishu-somalia/
Nutrition Technical Assistant (SC6) ,FAO ,"Mogadishu, Somalia"," June 25, 2023",https://qaranjobs.com/job/nutrition-technical-assistant-sc6-mogadishu-somalia/
Agriculture CBT Operation Assistant (SC6) ,FAO ,"Mogadishu, Somalia"," June 25, 2023",https://qaranjobs.com/job/agriculture-cbt-operation-assistant-sc6-mogadishu-somalia/
Emergency Programme Specialist ,FAO ,"Mogadishu, Somalia"," June 25, 2023",https://qaranjobs.com/job/emergency-programme-specialist-monitoring-and-report-mogadishu-somalia/
Provision of emergency life-saving WASH response packages to drought affected people and or at risk of famine in Burhakaba district in Bay region.,Golweyne Relief & Rehabilitation NGO (GRRN) ,"Burhakaba district, Bay region of Somalia"," June 25, 2023",https://qaranjobs.com/job/provision-of-emergency-life-saving-wash-response-packages-to-drought-affected-people-and-or-at-risk-of-famine-in-burhakaba-district-in-bay-region/
Roster For Enumerators ,Action Aid International ,Somalia," June 24, 2023",https://qaranjobs.com/job/roster-for-enumerators-somalia/
"Human Resources Officer, P4 ",UNSOS ,"Mogadishu, Somalia"," June 24, 2023",https://qaranjobs.com/job/human-resources-officer-p4-mogadishu-somalia/
"ADMINISTRATIVE OFFICER, P3 ",UNSOS ,"Mogadishu, Somalia"," June 24, 2023",https://qaranjobs.com/job/administrative-officer-p3-mogadishu-somalia/
National Project Coordinator ,Federal Government of Somalia (FGS) ,"Mogadishu, Somalia"," June 24, 2023",https://qaranjobs.com/job/national-project-coordinator-mogadishu-somalia/
Area Programme Manager Somalia South Central (Open for Internal National Candidates Only) ,NRC ,"Mogadishu, Somalia"," June 23, 2023",https://qaranjobs.com/job/area-programme-manager-somalia-south-central-open-for-internal-national-candidates-only-mogadishu-somalia/
Cash for Work (CFW) Civil Engineer (SC10) ,FAO ,"Mogadishu, Somalia"," June 23, 2023",https://qaranjobs.com/job/cash-for-work-cfw-civil-engineer-sc10-mogadishu-somalia/
Consultant- EPI: EIR assessments ,WHO ,"Mogadishu, Somalia"," June 23, 2023",https://qaranjobs.com/job/consultant-epi-eir-assessments-electronic-immunization-registry-mogadishu-somalia/
Land Resources Specialist (SC8) ,FAO ,"Mogadishu, Somalia"," June 23, 2023",https://qaranjobs.com/job/land-resources-specialist-sc8-mogadishu-somalia/
Emergency Infrastructure/CFW Technical Assistant (SC6) ,FAO ,"Mogadishu, Somalia"," June 23, 2023",https://qaranjobs.com/job/emergency-infrastructure-cfw-technical-assistant-sc6-mogadishu-somalia/
"Remote Sensing, GIS, and Data Analyst SC7 ",FAO ,"Mogadishu, Somalia"," June 23, 2023",https://qaranjobs.com/job/remote-sensing-gis-and-data-analyst-sc7-mogadishu-somalia/
CALL FOR EXPERTS SENIOR URBAN PLANNER/TEAM LEADER ,DT Global ,"Mogadishu, Somalia"," June 23, 2023",https://qaranjobs.com/job/call-for-experts-senior-urban-planner-team-leader-somalia/
Finance Officer ,SRCS ,"Kimayo, Somalia"," June 23, 2023",https://qaranjobs.com/job/finance-officer-kimayo-somalia/
Infection prevention & Control Nurse (IPC Nurse) ,SRCS ,"Mogadishu, Somalia"," June 23, 2023",https://qaranjobs.com/job/infection-prevention-control-nurse-ipc-nurse-mogadishu-somalia-2/
EPI/Nutrition Nurse ,SRCS ,"Badhan, Sanag Region"," June 23, 2023",https://qaranjobs.com/job/epi-nutrition-nurse-badhan-sanag-region/
Terms of Reference for End of Project Evaluation ,SRCS ,Puntland State Of Somalia," June 23, 2023",https://qaranjobs.com/job/terms-of-reference-for-end-of-project-evaluation-puntland-state-of-somalia/
Information Technology Assistant ,Save the Children ,"Kismayo, Somalia"," June 23, 2023",https://qaranjobs.com/job/information-technology-assistant-kismayo-somalia/
Health Officer-MHNT ,Save the Children ,"Dollo, Somali Regional State of Ethiopia"," June 23, 2023",https://qaranjobs.com/job/health-officer-mhnt-dollo-somali-regional-state-of-ethiopia/
Nutrition Officer ,Save the Children ,Somali Regional State of Ethiopia," June 23, 2023",https://qaranjobs.com/job/nutrition-officer-gode-fo-fer-ferkelaf-mustahili-somali-regional-state-of-ethiopia/
CMAM Officer (Mubarak-Moyale) ,Save the Children ,"Mubarak Woreda - Dawa Zone, Somali Regional State Of Ethiopia"," June 23, 2023",https://qaranjobs.com/job/cmam-officer-mubarak-moyale-somali-regional-state-of-ethiopia/
Field Security Office ,WHO ,"Mogadishu, Somalia"," June 23, 2023",https://qaranjobs.com/job/field-security-office-mogadishu-somalia/
Consultant ,WHO ,Somalia," June 23, 2023",https://qaranjobs.com/job/consultant-polio-transition-activity-process-related-efforts-in-somalia/
"Field Security Assistant, G4 ",UNSOM ,"Kismayo, Somalia"," June 23, 2023",https://qaranjobs.com/job/field-security-assistant-g4-kismayo-somalia/
"Special Assistant, Political Affairs, P3 ",UNSOM ,"Mogadishu, Somalia"," June 23, 2023",https://qaranjobs.com/job/special-assistant-political-affairs-p3-mogadishu-somalia/
Project Manager ,Zamzam Foundation ,"Bulaburte, Hirshabelle, Somalia"," June 23, 2023",https://qaranjobs.com/job/project-manager-bulaburte-hirshabelle-somalia/
Consultancy for a Values Clarification and Attitude Transformation Toolkit on FGM and CEFM ,Save the Children ,Somalia," June 23, 2023",https://qaranjobs.com/job/consultancy-for-a-values-clarification-and-attitude-transformation-toolkit-on-fgm-and-cefm-somalia/
Plumbing Foreman ,FLUOR ,"Kismayo, Somalia"," June 23, 2023",https://qaranjobs.com/job/plumbing-foreman-kismayo-somalia/
Term of Reference for Consultancy service for Risk Management & Accountability Training SNC NGO Members ,CARE ,"Mogadishu, Kismayo and Dhusamareeb, Somalia"," June 23, 2023",https://qaranjobs.com/job/term-of-reference-for-consultancy-service-for-risk-management-accountability-training-snc-ngo-members-mogadishu-kismayo-and-dhusamareeb-somalia/
BRCiS Tri-Donor Reporting Consultancy ,NRC ,Somalia," June 23, 2023",https://qaranjobs.com/job/brcis-tri-donor-reporting-consultancy-somalia/
Marketing Assistant ,Huda Organics ,Hargeysa," June 22, 2023",https://qaranjobs.com/job/marketing-assistant-huda-organics-hargeisa/
Programme Officer (Field Coordinator) ,FAO ,"Mogadishu, Somalia"," June 21, 2023",https://qaranjobs.com/job/programme-officer-field-coordinator-mogadishu-somalia-2/
Image Interpreter SC6 ,FAO ,"Mogadishu, Somalia"," June 21, 2023",https://qaranjobs.com/job/image-interpreter-sc6-mogadishu-somalia/
Senior Hydrologist ,FAO ,"Mogadishu, Somalia"," June 21, 2023",https://qaranjobs.com/job/senior-hydrologist-mogadishu-somalia/
Teacher Development Advisor ,IOM ,Hirshabelle State of Somalia," June 21, 2023",https://qaranjobs.com/job/teacher-development-advisor-hirshabelle-state-of-somalia/
Teacher development advisor ,IOM ,Jubaland State of Somalia," June 21, 2023",https://qaranjobs.com/job/teacher-development-advisor-jubaland-state-of-somalia/
Teacher development advisor ,IOM ,Puntland State of Somalia," June 21, 2023",https://qaranjobs.com/job/teacher-development-advisor-puntland-state-of-somalia/
Teacher Development Advisor ,IOM ,South West State of Somalia," June 21, 2023",https://qaranjobs.com/job/teacher-development-advisor-south-west-state-of-somalia/
Field Operations Assistant (1 position) ,CTG ,"Baidoa, Somalia"," June 21, 2023",https://qaranjobs.com/job/field-operations-assistant-1-position-baidoa-somalia/
Teacher development advisors (5 positions) ,IOM ,Somalia," June 21, 2023",https://qaranjobs.com/job/teacher-development-advisors-5-positions-galmudug-hirshabelle-south-west-state-puntland-and-jubaland-somalia/
Field Operations Assistant ,CTG ,Dollow," June 21, 2023",https://qaranjobs.com/job/field-operations-assistant-dollow/
MEAL Officer ,WARDI Relief & Development Initiatives ,"Mogadishu, Somalia"," June 21, 2023",https://qaranjobs.com/job/meal-officer-mogadishu-somalia-5/
Logistic and Procurement officer ,WARDI Relief & Development Initiatives ,"Mogadishu, Somalia"," June 21, 2023",https://qaranjobs.com/job/logistic-and-procurement-officer-mogadishu-somalia-2/
Project Coordinator ,WARDI Relief & Development Initiatives ,"Mogadishu, Somalia"," June 21, 2023",https://qaranjobs.com/job/project-coordinator-mogadishu-somalia-7/
Communication Officer ,WARDI Relief & Development Initiatives ,"Mogadishu, Somalia"," June 21, 2023",https://qaranjobs.com/job/communication-officer-mogadishu-somalia-8/
"Project Officer (1 Position in Jalalaqsi & 1 in Guriceel), Somalia",WARDI Relief & Development Initiatives ,"Jalalaqsi & Guriceel, Somalia"," June 21, 2023",https://qaranjobs.com/job/project-officer-1-position-in-jalalaqsi-1-in-guriceel-somalia/
Logistic Assistant ,WHO ,"Baidoa, Somalia"," June 21, 2023",https://qaranjobs.com/job/logistic-assistant-baidoa-somalia-2/
Monitoring Evaluation And Learning Specialist (MEL) (Various Positions),FAO ,Various Locations," June 21, 2023",https://qaranjobs.com/job/monitoring-evaluation-and-learning-specialist-mel-various-positions/
"Contracts Management Officer, P3 ",UNSOS ,"Mogadishu, Somalia"," June 21, 2023",https://qaranjobs.com/job/contracts-management-officer-p3-mogadishu-somalia/
"Environmental Affairs Officer, P4 ",UNSOM ,"Mogadishu, Somalia"," June 21, 2023",https://qaranjobs.com/job/environmental-affairs-officer-p4-mogadishu-somalia/
GBV Sub Cluster Senior Manager ,IRC ,"Mogadishu, Somalia"," June 21, 2023",https://qaranjobs.com/job/gbv-sub-cluster-senior-manager-mogadishu-somalia/
BRCiS Coordinator ,IRC ,"Mogadishu, Somalia"," June 21, 2023",https://qaranjobs.com/job/brcis-coordinator-mogadishu-somalia/
Economic Recovery Officer ,DRC ,Dadaab," June 21, 2023",https://qaranjobs.com/job/economic-recovery-officer-life-skills-digital-trainer-dadaab/
